the_geom,business_hours_7_closing_time,id,title,content,type,address,city,state,zip,phone,notes,disclaimer,business_hours_0_day_of_week,latitude,longitude,marker_content,business_hours_0_opening_time,business_hours_0_closing_time,business_hours_1_day_of_week,business_hours_1_opening_time,business_hours_1_closing_time,business_hours_2_day_of_week,business_hours_2_opening_time,business_hours_2_closing_time,business_hours_3_day_of_week,business_hours_3_opening_time,business_hours_3_closing_time,business_hours_4_day_of_week,business_hours_4_opening_time,business_hours_4_closing_time,business_hours_5_day_of_week,business_hours_5_opening_time,business_hours_5_closing_time,business_hours_6_day_of_week,business_hours_6_opening_time,business_hours_6_closing_time,business_hours_7_day_of_week,business_hours_7_opening_time,cartodb_id,business_hours_8_day_of_week,business_hours_8_opening_time,business_hours_8_closing_time,business_hours_9_day_of_week,business_hours_9_opening_time,business_hours_9_closing_time,business_hours_10_day_of_week,business_hours_10_opening_time,business_hours_10_closing_time,business_hours_11_day_of_week,business_hours_11_opening_time,business_hours_11_closing_time,business_hours_12_day_of_week,business_hours_12_opening_time,business_hours_12_closing_time,business_hours_13_day_of_week,business_hours_13_opening_time,business_hours_13_closing_time,business_hours_14_day_of_week,business_hours_14_opening_time,business_hours_14_closing_time,business_hours_15_day_of_week,business_hours_15_opening_time,business_hours_15_closing_time,business_hours_16_day_of_week,business_hours_16_opening_time,business_hours_16_closing_time,business_hours_17_day_of_week,business_hours_17_opening_time,business_hours_17_closing_time,business_hours_18_day_of_week,business_hours_18_opening_time,business_hours_18_closing_time,business_hours_19_day_of_week,business_hours_19_opening_time,business_hours_19_closing_time,business_hours_20_day_of_week,business_hours_20_opening_time,business_hours_20_closing_time
0101000020E6100000742502D53F4455C0A0A52BD8464E4340,,7640,Worthville Baptist Church,,pantry,53 Jackson Ridge Road,Worthville,KY,41098,(502) 732-4242,2nd Tuesday and 4th Saturday of each month,,2,38.611537,-85.066396,"<h4 class=""listing-infowindow-title"">Worthville Baptist Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">53 Jackson Ridge Road, Worthville, 41098 KY</p><p class=""listing-infowindow-phone"">(502) 732-4242</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7640); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Tuesday: </span><span>2:00 PM-4:00 PM</span><br><span>Saturday: </span><span>10:00 AM-11:00 AM</span><br><p class=""listing-infowindow-notes"">2nd Tuesday and 4th Saturday of each month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",02:00:00,04:00:00,6,10:00:00,11:00:00,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000ADA7565F5D7255C0122F4FE78A204340,,7641,Zion C.D.C. Pantry,,pantry,2124 West Muhammad Ali Blvd.,Louisville,KY,40212,(502) 775-6404,1st & 2nd Thursday of the month,,4,38.254239,-85.786949,"<h4 class=""listing-infowindow-title"">Zion C.D.C. Pantry<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">2124 West Muhammad Ali Blvd., Louisville, 40212 KY</p><p class=""listing-infowindow-phone"">(502) 775-6404</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7641); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Thursday: </span><span>10:00 AM-12:30 PM</span><br><p class=""listing-infowindow-notes"">1st & 2nd Thursday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",10:00:00,12:30:00,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000BFEE74E7897455C0E773EE76BD244340,,7644,Centenary United Methodist Soup Kitchen,,soup-kitchen,309 East Spring Street,New Albany,IN,47150,(812) 944-7696,,,4,38.287032,-85.820917,"<h4 class=""listing-infowindow-title"">Centenary United Methodist Soup Kitchen<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">309 East Spring Street, New Albany, 47150 IN</p><p class=""listing-infowindow-phone"">(812) 944-7696</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7644); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Thursday: </span><span>6:00 PM-6:30 PM</span><br><span>Sunday: </span><span>4:30 PM-5:30 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",06:00:00,06:30:00,7,04:30:00,05:30:00,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000004E78C28ED6755C0B24813EF00294340,,7648,Fishes & Loaves / St. Francis in the Fields,,soup-kitchen,6710 Wolf Pen Branch Road,Harrods Creek,KY,40027,(502) 718-5264,,,6,38.320341,-85.62385,"<h4 class=""listing-infowindow-title"">Fishes & Loaves / St. Francis in the Fields<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">6710 Wolf Pen Branch Road, Harrods Creek, 40027 KY</p><p class=""listing-infowindow-phone"">(502) 718-5264</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7648); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Saturday: </span><span>5:00 PM-9:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",05:00:00,09:00:00,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000034A2B437F86F55C060915F3FC4244340,,7646,Community Kitchen,,soup-kitchen,1611 Spring Street,Jeffersonville,IN,47130,(812) 283-0808,,,1,38.287239,-85.749525,"<h4 class=""listing-infowindow-title"">Community Kitchen<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">1611 Spring Street, Jeffersonville, 47130 IN</p><p class=""listing-infowindow-phone"">(812) 283-0808</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7646); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>11:30 AM-1:00 PM</span><br><span>Tuesday: </span><span>11:30 AM-1:00 PM</span><br><span>Wednesday: </span><span>11:30 AM-1:00 PM</span><br><span>Thursday: </span><span>11:30 AM-1:00 PM</span><br><span>Friday: </span><span>11:30 AM-1:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",11:30:00,01:00:00,2,11:30:00,01:00:00,3,11:30:00,01:00:00,4,11:30:00,01:00:00,5,11:30:00,01:00:00,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000005323B8BDE6F55C01A6D5512D91D4340,,7642,Bates Community Development Corporation,,soup-kitchen,1228 South Jackson Street,Louisville,KY,40203,(502) 636-0573,,,6,38.233187,-85.747958,"<h4 class=""listing-infowindow-title"">Bates Community Development Corporation<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">1228 South Jackson Street, Louisville, 40203 KY</p><p class=""listing-infowindow-phone"">(502) 636-0573</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7642); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Saturday: </span><span>12:00 PM-2:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",12:00:00,02:00:00,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000083F92B64AE7255C059BE2EC37F204340,,7645,Church of the Living God,,soup-kitchen,2401 West Madison Street,Louisville,KY,40212,(502) 776-8273,,,1,38.253899,-85.791894,"<h4 class=""listing-infowindow-title"">Church of the Living God<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">2401 West Madison Street, Louisville, 40212 KY</p><p class=""listing-infowindow-phone"">(502) 776-8273</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7645); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>12:00 PM-2:00 PM</span><br><span>Thursday: </span><span>12:00 PM-2:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",12:00:00,02:00:00,4,12:00:00,02:00:00,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000B492567C436455C0CC7A319413194340,,7652,Jeffersontown United Methodist Church,,soup-kitchen,10219 Taylorsville Road,Louisville,KY,40299,(502) 267-1437,,,3,38.19591,-85.566619,"<h4 class=""listing-infowindow-title"">Jeffersontown United Methodist Church<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">10219 Taylorsville Road, Louisville, 40299 KY</p><p class=""listing-infowindow-phone"">(502) 267-1437</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7652); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Wednesday: </span><span>5:30 PM-6:30 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",05:30:00,06:30:00,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000001BD82AC1E26F55C0B85CFDD8241F4340,,7650,Franciscan Kitchen,,soup-kitchen,748 South Prestion Street,Louisville,KY,40203,(502) 589-0140,Serves lunch only the last Saturday of the month,,1,38.243312,-85.748215,"<h4 class=""listing-infowindow-title"">Franciscan Kitchen<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">748 South Prestion Street, Louisville, 40203 KY</p><p class=""listing-infowindow-phone"">(502) 589-0140</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7650); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>10:30 AM-12:30 PM</span><br><span>Tuesday: </span><span>10:30 AM-12:30 PM</span><br><span>Wednesday: </span><span>10:30 AM-12:30 PM</span><br><span>Thursday: </span><span>10:30 AM-12:30 PM</span><br><span>Friday: </span><span>10:30 AM-12:30 PM</span><br><span>Saturday: </span><span>10:30 AM-12:30 PM</span><br><p class=""listing-infowindow-notes"">Serves lunch only the last Saturday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",10:30:00,12:30:00,2,10:30:00,12:30:00,3,10:30:00,12:30:00,4,10:30:00,12:30:00,5,10:30:00,12:30:00,6,10:30:00,12:30:00,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000AD307DAF217055C0A2B437F8C21E4340,06:00:00,7655,Salvation Army Center of Hope,,soup-kitchen,911 South Brook Street,Louisville,KY,40203,(502) 671-4904,,,1,38.240325,-85.752056,"<h4 class=""listing-infowindow-title"">Salvation Army Center of Hope<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">911 South Brook Street, Louisville, 40203 KY</p><p class=""listing-infowindow-phone"">(502) 671-4904</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7655); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>7:00 AM-7:30 AM, 4:30 PM-6:00 PM</span><br><span>Tuesday: </span><span>7:00 AM-7:30 AM, 4:30 PM-6:00 PM</span><br><span>Wednesday: </span><span>7:00 AM-7:30 AM, 4:30 PM-6:00 PM</span><br><span>Thursday: </span><span>7:00 AM-7:30 AM, 4:30 PM-6:00 PM</span><br><span>Friday: </span><span>7:00 AM-7:30 AM, 4:30 PM-6:00 PM</span><br><span>Saturday: </span><span>7:00 AM-7:30 AM, 4:30 PM-6:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",07:00:00,07:30:00,1,04:30:00,06:00:00,2,07:00:00,07:30:00,2,04:30:00,06:00:00,3,07:00:00,07:30:00,3,04:30:00,06:00:00,4,07:00:00,07:30:00,4,04:30:00,44,5,07:00:00,07:30:00,5,04:30:00,06:00:00,6,07:00:00,07:30:00,6,04:30:00,06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000007B67B455496F55C0DBA337DC47204340,,7653,Louisville Rescue Mission (Jefferson Street Baptist Center),,soup-kitchen,733 East Jefferson Street,Louisville,KY,40202,(502) 584-6543,,,1,38.252193,-85.738851,"<h4 class=""listing-infowindow-title"">Louisville Rescue Mission (Jefferson Street Baptist Center)<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">733 East Jefferson Street, Louisville, 40202 KY</p><p class=""listing-infowindow-phone"">(502) 584-6543</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7653); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>7:00 AM-8:00 AM</span><br><span>Tuesday: </span><span>7:00 AM-8:00 AM</span><br><span>Wednesday: </span><span>7:00 AM-8:00 AM</span><br><span>Thursday: </span><span>7:00 AM-8:00 AM</span><br><span>Friday: </span><span>7:00 AM-8:00 AM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",07:00:00,08:00:00,2,07:00:00,08:00:00,3,07:00:00,08:00:00,4,07:00:00,08:00:00,5,07:00:00,08:00:00,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000027D87F9D9B7055C078B471C45A1E4340,,7649,Fourth Avenue United Methodist,,soup-kitchen,318 West St. Catherine Street,Louisville,KY,40203,(502) 585-2176,,,1,38.237145,-85.759498,"<h4 class=""listing-infowindow-title"">Fourth Avenue United Methodist<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">318 West St. Catherine Street, Louisville, 40203 KY</p><p class=""listing-infowindow-phone"">(502) 585-2176</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7649); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>12:00 PM-12:40 PM</span><br><span>Tuesday: </span><span>12:00 PM-12:40 PM</span><br><span>Thursday: </span><span>12:00 PM-12:40 PM</span><br><span>Friday: </span><span>12:00 PM-12:40 PM</span><br><span>Saturday: </span><span>12:00 PM-12:40 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",12:00:00,12:40:00,2,12:00:00,12:40:00,4,12:00:00,12:40:00,5,12:00:00,12:40:00,6,12:00:00,12:40:00,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000000BEE073C307555C0BAF59A1E14244340,,7654,Revelation Tabernacle Soup Kitchen,,soup-kitchen,602 West Market Street,New Albany,IN,47150,(___)___-____,1st and 3rd Tuesday of the month,,2,38.281864,-85.831069,"<h4 class=""listing-infowindow-title"">Revelation Tabernacle Soup Kitchen<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">602 West Market Street, New Albany, 47150 IN</p><p class=""listing-infowindow-phone"">(___)___-____</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7654); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Tuesday: </span><span>10:00 AM-12:00 PM</span><br><p class=""listing-infowindow-notes"">1st and 3rd Tuesday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",10:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000359BC761306F55C0F60D4C6E14234340,,7657,St. Lukes United Church of Christ,,soup-kitchen,329 Walnut Street,Jeffersonville,IN,47130,(812) 282-3383,,,6,38.274061,-85.737328,"<h4 class=""listing-infowindow-title"">St. Lukes United Church of Christ<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">329 Walnut Street, Jeffersonville, 47130 IN</p><p class=""listing-infowindow-phone"">(812) 282-3383</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7657); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Saturday: </span><span>11:30 AM-12:30 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",11:30:00,12:30:00,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000004A44F817417355C0ED4960730E264340,,7656,Silver Street United Methodist,,soup-kitchen,413 Silver Street,New Albany,IN,47150,(812) 948-1331,,,3,38.297316,-85.800848,"<h4 class=""listing-infowindow-title"">Silver Street United Methodist<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">413 Silver Street, New Albany, 47150 IN</p><p class=""listing-infowindow-phone"">(812) 948-1331</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7656); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Wednesday: </span><span>6:00 PM-7:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",06:00:00,07:00:00,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000027DE019EB47455C0098CF50D4C244340,,7651,Hour of Power,,soup-kitchen,108 West Main Street,New Albany,IN,47150,(812) 945-1937,,,2,38.283571,-85.823524,"<h4 class=""listing-infowindow-title"">Hour of Power<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">108 West Main Street, New Albany, 47150 IN</p><p class=""listing-infowindow-phone"">(812) 945-1937</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7651); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Tuesday: </span><span>5:15 PM-6:30 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",05:15:00,06:30:00,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000079E6E5B0FB7055C0103CBEBD6B1A4340,,7667,Holy Name,,mobile-pantry,Heywood & 4th Street,Louisville,KY,40208,,"RE-SCHEDULED DUE TO WEATHER.  Distribution will be Wed. March 8th @ 2pm. Please be present at 2pm. When all people in line are served, the distribution will be ended. This update was posted on Monday March 6th @ 9:45 am. ","Please bring your own box, bags, carts, etc. to transport food to your home. Pantry may be cancelled due to weather conditions.  Call (502) 966-3821 for last minute cancellations.",1,38.206413,-85.765362,"<h4 class=""listing-infowindow-title"">Holy Name<img src=""/assets/plugins/dare-to-care-listings/public/img/mobile-pantry.png"" /></h4><p class=""listing-infowindow-address"">Heywood & 4th Street, Louisville, 40208 KY</p><p class=""listing-infowindow-phone""></p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7667); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><p class=""listing-infowindow-notes"">RE-SCHEDULED DUE TO WEATHER.  Distribution will be Wed. March 8th @ 2pm. Please be present at 2pm. When all people in line are served, the distribution will be ended. This update was posted on Monday March 6th @ 9:45 am. </p><p class=""listing-infowindow-disclaimer"">Please bring your own box, bags, carts, etc. to transport food to your home. Pantry may be cancelled due to weather conditions.  Call (502) 966-3821 for last minute cancellations.</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000009B9141EE227355C047CCECF318234340,,7666,PACT Portland,,mobile-pantry,3128 Portland Avenue,Louisville,KY,40212,,"CANCELLED FOR MARCH 7th, DUE TO WEATHER.  1st Tuesday of the month at 10am. THIS MESSAGE WAS POSTED ON MARCH 6TH @ 10:45 AM. ","Please bring your own box, bags, carts, etc. to transport food to your home. Pantry may be cancelled due to weather conditions too dangerous for the public. Please check this website at least 1 hour prior to the scheduled start time,  for last minute cancellations.",1,38.274199,-85.799007,"<h4 class=""listing-infowindow-title"">PACT Portland<img src=""/assets/plugins/dare-to-care-listings/public/img/mobile-pantry.png"" /></h4><p class=""listing-infowindow-address"">3128 Portland Avenue, Louisville, 40212 KY</p><p class=""listing-infowindow-phone""></p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7666); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><p class=""listing-infowindow-notes"">CANCELLED FOR MARCH 7th, DUE TO WEATHER.  1st Tuesday of the month at 10am. THIS MESSAGE WAS POSTED ON MARCH 6TH @ 10:45 AM. </p><p class=""listing-infowindow-disclaimer"">Please bring your own box, bags, carts, etc. to transport food to your home. Pantry may be cancelled due to weather conditions too dangerous for the public. Please check this website at least 1 hour prior to the scheduled start time,  for last minute cancellations.</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000E8A4F78DAF6F55C0FAF02C4146204340,01:00:00,7662,Wayside Christian Mission - Men,,soup-kitchen,432 East Jefferson Street,Louisville,KY,40257,(502) 584-3711,"Breakfast, lunch and dinner 7 days a week",,1,38.252144,-85.74509,"<h4 class=""listing-infowindow-title"">Wayside Christian Mission - Men<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">432 East Jefferson Street, Louisville, 40257 KY</p><p class=""listing-infowindow-phone"">(502) 584-3711</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7662); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Tuesday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Wednesday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Thursday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Friday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Saturday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Sunday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><p class=""listing-infowindow-notes"">Breakfast, lunch and dinner 7 days a week</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",06:30:00,08:30:00,1,11:30:00,01:00:00,1,04:30:00,06:30:00,2,06:30:00,08:30:00,2,11:30:00,01:00:00,2,04:30:00,06:30:00,3,06:30:00,08:30:00,3,11:30:00,54,3,04:30:00,06:30:00,4,06:30:00,08:30:00,4,11:30:00,01:00:00,4,04:30:00,06:30:00,5,06:30:00,08:30:00,5,11:30:00,01:00:00,5,04:30:00,06:30:00,6,06:30:00,08:30:00,6,11:30:00,01:00:00,6,04:30:00,06:30:00,7,06:30:00,08:30:00,7,11:30:00,01:00:00,7,04:30:00,06:30:00
0101000020E6100000952BBCCB457055C05C3AE63C631F4340,01:00:00,7661,Wayside Christian Mission - Women,,soup-kitchen,120 West Broadway,Louisville,KY,40202,(502) 584-3711,"Breakfast, lunch and dinner 7 days a week",,1,38.245216,-85.75426,"<h4 class=""listing-infowindow-title"">Wayside Christian Mission - Women<img src=""/assets/plugins/dare-to-care-listings/public/img/soup-kitchen.png"" /></h4><p class=""listing-infowindow-address"">120 West Broadway, Louisville, 40202 KY</p><p class=""listing-infowindow-phone"">(502) 584-3711</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7661); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Tuesday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Wednesday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Thursday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Friday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Saturday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><span>Sunday: </span><span>6:30 AM-8:30 AM, 11:30 AM-1:00 PM, 4:30 PM-6:30 PM</span><br><p class=""listing-infowindow-notes"">Breakfast, lunch and dinner 7 days a week</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",06:30:00,08:30:00,1,11:30:00,01:00:00,1,04:30:00,06:30:00,2,06:30:00,08:30:00,2,11:30:00,01:00:00,2,04:30:00,06:30:00,3,06:30:00,08:30:00,3,11:30:00,55,3,04:30:00,06:30:00,4,06:30:00,08:30:00,4,11:30:00,01:00:00,4,04:30:00,06:30:00,5,06:30:00,08:30:00,5,11:30:00,01:00:00,5,04:30:00,06:30:00,6,06:30:00,08:30:00,6,11:30:00,01:00:00,6,04:30:00,06:30:00,7,06:30:00,08:30:00,7,11:30:00,01:00:00,7,04:30:00,06:30:00
